customer_id,event_date,event_type,event_id,order_value,ticket_category
SC-100002,2023-03-15,login,E-3928758,,
SC-100002,2022-08-25,page_view,E-7337148,,
SC-100002,2023-06-12,login,E-3525737,,
SC-100002,2023-09-07,login,E-2823391,,
SC-100002,2023-04-24,page_view,E-2995732,,
SC-100002,2022-09-29,login,E-6982133,,
SC-100002,2023-02-25,login,E-8202826,,
SC-100002,2023-06-11,support_ticket,E-4397963,,other
SC-100002,2023-02-26,login,E-7224437,,
SC-100002,2023-12-17,page_view,E-3319861,,
SC-100002,2023-09-02,login,E-9360589,,
SC-100002,2023-11-05,page_view,E-8248020,,
SC-100002,2022-12-17,page_view,E-5089399,,
SC-100002,2023-04-21,login,E-7237747,,
SC-100002,2022-12-13,login,E-2414852,,
SC-100002,2023-04-02,page_view,E-8266703,,
SC-100002,2023-04-19,page_view,E-5875458,,
SC-100002,2023-10-05,page_view,E-6247276,,
SC-100002,2023-09-05,support_ticket,E-1201894,,billing
SC-100002,2023-07-29,page_view,E-1437385,,
SC-100002,2023-03-05,page_view,E-8188839,,
SC-100002,2022-12-12,login,E-3767862,,
SC-100002,2023-12-27,order,E-5054546,60.31,
SC-100002,2023-12-11,page_view,E-6465771,,
SC-100002,2022-10-25,login,E-8582386,,
SC-100002,2022-09-10,page_view,E-2219224,,
SC-100002,2022-11-13,login,E-6481434,,
SC-100002,2022-12-27,order,E-8539446,53.44,
SC-100002,2023-01-03,page_view,E-6906651,,
SC-100003,2024-01-06,support_ticket,E-3044946,,account
SC-100003,2023-08-27,page_view,E-1774249,,
SC-100003,2023-11-24,page_view,E-2897787,,
SC-100003,2023-02-24,support_ticket,E-8489208,,other
SC-100003,2023-08-08,page_view,E-2441293,,
SC-100003,2023-08-06,order,E-1336579,67.63,
SC-100003,2023-11-24,support_ticket,E-2460228,,billing
SC-100003,2023-09-19,order,E-8926005,72.4,
SC-100003,2023-10-20,login,E-2906452,,
SC-100003,2023-05-31,page_view,E-1679347,,
SC-100003,2023-11-02,support_ticket,E-7767949,,shipping
SC-100003,2023-01-28,login,E-2339961,,
SC-100003,2024-01-06,login,E-5849425,,
SC-100003,2023-03-22,login,E-2063507,,
SC-100003,2024-01-07,login,E-2929205,,
SC-100003,2023-10-24,login,E-2666599,,
SC-100003,2023-06-08,page_view,E-8558128,,
SC-100003,2023-12-17,email_open,E-5728630,,
SC-100003,2023-07-16,page_view,E-9539008,,
SC-100003,2023-03-21,login,E-5752732,,
SC-100003,2023-06-22,support_ticket,E-4628812,,billing
SC-100003,2023-09-02,page_view,E-2176667,,
SC-100003,2023-04-13,login,E-1232069,,
SC-100003,2023-09-12,order,E-8526296,26.76,
SC-100003,2023-01-24,login,E-4450560,,
SC-100003,2023-06-06,email_open,E-4813348,,
SC-100003,2023-10-06,login,E-8532638,,
SC-100003,2023-04-24,page_view,E-9461964,,
SC-100003,2023-10-09,login,E-7917964,,
SC-100003,2023-03-18,page_view,E-4866724,,
SC-100003,2023-12-09,login,E-3578202,,
SC-100003,2023-06-24,order,E-6647720,36.35,
SC-100003,2023-12-16,page_view,E-6626552,,
SC-100003,2023-10-09,login,E-4301862,,
SC-100003,2023-11-30,login,E-1486288,,
SC-100003,2023-05-04,login,E-8599117,,
SC-100003,2023-04-11,page_view,E-6026471,,
SC-100003,2023-08-02,page_view,E-4297377,,
SC-100003,2023-04-15,page_view,E-1934640,,
SC-100003,2023-10-26,support_ticket,E-4313439,,product
SC-100003,2023-10-21,page_view,E-4719042,,
SC-100003,2023-01-23,email_open,E-9772219,,
SC-100003,2023-11-25,login,E-6121427,,
SC-100003,2023-07-07,page_view,E-4416324,,
SC-100003,2023-09-30,login,E-9266223,,
SC-100003,2023-02-01,login,E-2411570,,
SC-100003,2023-03-21,login,E-6749604,,
SC-100003,2023-07-27,order,E-7841859,39.21,
SC-100003,2023-06-29,login,E-1527327,,
SC-100003,2023-05-25,login,E-2730120,,
SC-100003,2023-02-21,page_view,E-5141480,,
SC-100003,2023-05-26,login,E-6887054,,
SC-100003,2023-11-09,page_view,E-9614711,,
SC-100003,2023-03-04,login,E-7857580,,
SC-100003,2023-03-07,email_open,E-8003792,,
SC-100003,2023-09-28,page_view,E-3155332,,
SC-100004,2024-01-10,login,E-9352583,,
SC-100004,2023-11-23,order,E-2760478,73.71,
SC-100004,2024-01-06,page_view,E-1112503,,
SC-100004,2023-12-23,login,E-6819533,,
SC-100004,2024-01-07,email_open,E-7167176,,
SC-100005,2023-06-18,login,E-3773360,,
SC-100005,2023-06-19,page_view,E-6023273,,
SC-100005,2023-12-14,page_view,E-6394950,,
SC-100005,2023-07-08,login,E-5570912,,
SC-100005,2023-08-28,login,E-2089686,,
SC-100005,2024-01-10,page_view,E-7061314,,
SC-100005,2023-11-17,page_view,E-4517928,,
SC-100005,2023-08-01,order,E-5630558,24.96,
SC-100005,2023-07-26,page_view,E-1039514,,
SC-100005,2023-09-21,login,E-5287175,,
SC-100005,2023-11-05,page_view,E-2147398,,
SC-100005,2023-10-23,order,E-5575737,41.94,
SC-100005,2023-11-25,email_open,E-2363591,,
SC-100005,2024-01-04,login,E-9112788,,
SC-100005,2023-12-02,login,E-2217104,,
SC-100005,2023-06-15,page_view,E-9695975,,
SC-100005,2023-08-19,page_view,E-5426973,,
SC-100005,2023-08-08,order,E-7313331,17.38,
SC-100005,2023-05-17,login,E-2625142,,
SC-100005,2023-10-05,page_view,E-8669657,,
SC-100005,2023-04-25,login,E-5321086,,
SC-100005,2023-08-10,order,E-7271097,36.32,
SC-100005,2023-08-05,page_view,E-2490277,,
SC-100005,2023-04-18,page_view,E-9769360,,
SC-100005,2023-05-21,order,E-6053298,31.39,
SC-100005,2023-05-15,page_view,E-7298647,,
SC-100005,2023-08-10,page_view,E-2174410,,
SC-100005,2023-05-19,page_view,E-5673490,,
SC-100005,2023-05-01,order,E-4326280,58.1,
SC-100005,2023-10-01,support_ticket,E-3590346,,product
SC-100005,2023-05-21,login,E-2746294,,
SC-100005,2024-01-03,login,E-9550189,,
SC-100005,2023-08-14,support_ticket,E-4235167,,account
SC-100005,2023-09-04,login,E-9426402,,
SC-100005,2023-12-19,login,E-5894805,,
SC-100005,2023-08-02,order,E-1134508,89.28,
SC-100005,2023-06-21,login,E-8981818,,
SC-100005,2023-12-13,email_open,E-6203194,,
SC-100005,2023-08-17,page_view,E-7981627,,
SC-100006,2023-04-30,login,E-8752040,,
SC-100006,2023-02-21,page_view,E-1858238,,
SC-100006,2022-07-14,page_view,E-3076436,,
SC-100006,2022-04-07,login,E-6754092,,
SC-100006,2022-04-10,order,E-5323657,53.23,
SC-100006,2023-11-06,page_view,E-4756978,,
SC-100006,2023-03-18,page_view,E-4223267,,
SC-100006,2022-12-29,page_view,E-1868550,,
SC-100006,2023-03-10,email_open,E-5851940,,
SC-100006,2023-02-25,login,E-7143464,,
SC-100006,2023-04-24,page_view,E-3248197,,
SC-100006,2022-02-25,order,E-4049127,47.3,
SC-100006,2023-11-21,order,E-8717743,52.22,
SC-100006,2023-11-01,login,E-4650150,,
SC-100006,2023-10-24,login,E-4685552,,
SC-100006,2022-04-11,login,E-5723248,,
SC-100006,2022-03-04,login,E-7077641,,
SC-100006,2023-02-17,login,E-1615062,,
SC-100006,2022-12-14,login,E-8421444,,
SC-100006,2022-04-22,page_view,E-3534234,,
SC-100006,2022-09-12,login,E-5040840,,
SC-100006,2022-07-16,page_view,E-3339810,,
SC-100006,2022-07-14,page_view,E-2806007,,
SC-100006,2023-07-04,order,E-8388416,19.61,
SC-100006,2023-04-05,login,E-2807653,,
SC-100006,2022-05-24,page_view,E-9036335,,
SC-100006,2023-03-09,login,E-9762832,,
SC-100006,2022-07-07,login,E-4328326,,
SC-100006,2022-10-13,page_view,E-2417929,,
SC-100006,2023-04-19,page_view,E-2192962,,
SC-100006,2022-09-13,page_view,E-1195569,,
SC-100006,2022-03-19,login,E-5855169,,
SC-100006,2023-03-30,page_view,E-4248378,,
SC-100006,2023-07-18,login,E-6918720,,
SC-100006,2022-04-11,page_view,E-8699964,,
SC-100006,2022-02-21,login,E-4832958,,
SC-100006,2023-10-30,page_view,E-7060711,,
SC-100006,2023-07-08,login,E-7318055,,
SC-100006,2022-01-16,page_view,E-3120929,,
SC-100006,2022-04-06,page_view,E-3590245,,
SC-100006,2022-08-31,order,E-3825480,34.13,
SC-100006,2022-06-20,login,E-6089499,,
SC-100006,2023-02-21,login,E-9967208,,
SC-100006,2023-05-13,login,E-5093335,,
SC-100006,2023-05-08,page_view,E-2246995,,
SC-100006,2022-08-07,page_view,E-6948688,,
SC-100006,2023-02-15,login,E-4648106,,
SC-100006,2022-03-02,login,E-9480564,,
SC-100006,2022-06-18,login,E-5327296,,
SC-100006,2023-01-24,page_view,E-3039171,,
SC-100006,2022-01-03,email_open,E-3620098,,
SC-100006,2023-02-04,login,E-7392813,,
SC-100006,2022-09-29,login,E-7404346,,
SC-100006,2023-04-11,login,E-7138402,,
SC-100006,2022-10-20,email_open,E-9439657,,
SC-100006,2023-03-10,email_open,E-2524905,,
SC-100006,2023-12-15,support_ticket,E-8946784,,shipping
SC-100006,2023-07-24,login,E-7950076,,
SC-100006,2023-11-09,login,E-7488116,,
SC-100006,2024-01-06,email_open,E-1355573,,
SC-100006,2023-05-14,page_view,E-6658476,,
SC-100006,2022-06-08,login,E-4908742,,
SC-100006,2022-07-14,page_view,E-1420421,,
SC-100006,2022-10-31,page_view,E-3198604,,
SC-100006,2022-08-11,page_view,E-2603948,,
SC-100006,2022-03-01,login,E-6902491,,
SC-100006,2023-08-17,order,E-7800339,84.28,
SC-100006,2023-07-10,order,E-7409550,43.51,
SC-100006,2022-03-04,login,E-8065731,,
SC-100006,2022-11-18,email_open,E-2559610,,
SC-100006,2022-02-28,page_view,E-3097960,,
SC-100006,2022-02-21,page_view,E-8169156,,
SC-100006,2023-08-22,email_open,E-3611396,,
SC-100006,2023-05-04,order,E-8596809,67.74,
SC-100006,2023-05-30,login,E-3910787,,
SC-100006,2023-06-28,login,E-1340866,,
SC-100006,2022-06-11,support_ticket,E-6537653,,account
SC-100006,2022-02-28,page_view,E-1389881,,
SC-100006,2023-06-05,login,E-5410318,,
SC-100006,2022-03-24,page_view,E-5728627,,
SC-100006,2022-07-10,email_open,E-1572734,,
SC-100006,2022-03-12,login,E-5885865,,
SC-100006,2023-09-02,page_view,E-1242245,,
SC-100006,2022-03-11,login,E-5058715,,
SC-100006,2023-11-23,login,E-3996890,,
SC-100006,2022-08-29,login,E-6536013,,
SC-100006,2023-02-18,login,E-7418094,,
SC-100006,2022-05-03,page_view,E-1393428,,
SC-100006,2023-08-07,support_ticket,E-1059411,,shipping
SC-100006,2022-09-10,login,E-6445923,,
SC-100006,2023-08-16,login,E-4637961,,
SC-100006,2023-09-01,page_view,E-4887353,,
SC-100006,2022-02-10,page_view,E-2937638,,
SC-100006,2023-09-27,page_view,E-9702899,,
SC-100006,2022-03-25,login,E-9592020,,
SC-100006,2023-03-06,login,E-5409020,,
SC-100006,2023-11-05,page_view,E-5012952,,
SC-100006,2023-08-21,email_open,E-3800904,,
SC-100006,2023-08-02,login,E-1414192,,
SC-100006,2023-06-20,page_view,E-8953399,,
SC-100006,2022-11-20,order,E-6314508,35.99,
SC-100007,2023-08-08,login,E-1169891,,
SC-100007,2023-07-10,order,E-5008244,55.97,
SC-100007,2023-09-04,page_view,E-7367138,,
SC-100007,2023-07-28,login,E-9114674,,
SC-100007,2023-08-10,page_view,E-3173957,,
SC-100007,2023-10-16,login,E-3960956,,
SC-100007,2023-06-03,support_ticket,E-3644182,,other
SC-100007,2023-08-28,login,E-4027877,,
SC-100007,2023-11-17,login,E-4795442,,
SC-100007,2023-09-05,page_view,E-7563754,,
SC-100007,2023-05-04,support_ticket,E-4841112,,shipping
SC-100007,2023-04-01,page_view,E-8371602,,
SC-100007,2023-11-17,login,E-8429421,,
SC-100007,2024-01-10,login,E-9686657,,
SC-100007,2023-05-18,email_open,E-9130717,,
SC-100007,2023-05-04,page_view,E-8906892,,
SC-100007,2023-12-28,email_open,E-2451068,,
SC-100007,2023-07-15,login,E-1529639,,
SC-100007,2023-12-12,page_view,E-7286335,,
SC-100007,2023-08-10,login,E-9558348,,
SC-100007,2023-06-03,order,E-4369342,42.34,
SC-100007,2023-09-22,order,E-8134014,22.5,
SC-100007,2023-05-02,order,E-9947824,56.99,
SC-100007,2023-07-31,login,E-1434911,,
SC-100007,2023-10-03,login,E-1683094,,
SC-100007,2023-08-20,login,E-1784403,,
SC-100007,2023-06-16,email_open,E-4694326,,
SC-100007,2023-11-07,page_view,E-5583955,,
SC-100007,2023-12-31,login,E-7986397,,
SC-100007,2023-08-29,page_view,E-8901706,,
SC-100007,2023-12-23,login,E-5197743,,
SC-100007,2023-04-01,page_view,E-9286453,,
SC-100007,2024-01-05,login,E-4279048,,
SC-100007,2023-08-28,login,E-7179158,,
SC-100007,2023-05-20,support_ticket,E-1889569,,product
SC-100008,2023-09-29,login,E-4273098,,
SC-100008,2023-11-01,login,E-7375365,,
SC-100008,2023-09-24,login,E-2135502,,
SC-100008,2023-09-22,order,E-3354975,65.82,
SC-100008,2024-01-14,login,E-4558930,,
SC-100008,2023-10-04,login,E-6226778,,
SC-100008,2023-11-03,page_view,E-8949860,,
SC-100008,2023-11-06,login,E-7909513,,
SC-100008,2023-10-18,email_open,E-4079195,,
SC-100008,2023-11-21,page_view,E-1887210,,
SC-100008,2023-10-17,page_view,E-3591985,,
SC-100008,2023-11-01,order,E-6674608,48.27,
SC-100008,2024-01-02,page_view,E-7292611,,
SC-100008,2023-12-29,login,E-7566124,,
SC-100008,2023-10-29,page_view,E-4624394,,
SC-100008,2023-09-08,page_view,E-7661992,,
SC-100008,2023-09-18,support_ticket,E-4615529,,shipping
SC-100009,2023-08-01,page_view,E-7094953,,
SC-100009,2023-03-04,page_view,E-6004970,,
SC-100009,2022-07-09,page_view,E-1679832,,
SC-100009,2022-05-28,login,E-7923164,,
SC-100009,2023-05-01,login,E-9963942,,
SC-100009,2022-10-05,page_view,E-2127554,,
SC-100009,2023-02-17,login,E-8572494,,
SC-100009,2022-11-06,login,E-2564855,,
SC-100009,2023-08-20,page_view,E-1863876,,
SC-100009,2023-12-10,page_view,E-5541873,,
SC-100009,2023-08-05,page_view,E-9980976,,
SC-100009,2023-12-20,login,E-2041307,,
SC-100009,2022-06-03,login,E-7635108,,
SC-100009,2022-09-16,login,E-2273235,,
SC-100009,2022-08-10,login,E-4059577,,
SC-100009,2022-10-24,email_open,E-8695816,,
SC-100009,2023-12-04,order,E-9576605,25.62,
SC-100009,2022-06-30,login,E-4222112,,
SC-100009,2023-06-07,email_open,E-3524503,,
SC-100009,2024-01-11,page_view,E-8853385,,
SC-100009,2023-12-11,page_view,E-5705912,,
SC-100009,2022-10-23,login,E-1875355,,
SC-100009,2023-08-08,order,E-2818790,26.81,
SC-100009,2022-10-02,login,E-5098837,,
SC-100009,2022-07-06,page_view,E-2425801,,
SC-100009,2023-04-05,email_open,E-7105230,,
SC-100009,2023-06-02,page_view,E-6428607,,
SC-100009,2022-07-04,login,E-1894120,,
SC-100009,2023-05-26,support_ticket,E-2736632,,product
SC-100009,2022-12-26,login,E-8670062,,
SC-100009,2023-02-04,email_open,E-3444665,,
SC-100009,2022-09-07,page_view,E-6657145,,
SC-100009,2023-05-22,order,E-4012598,55.71,
SC-100009,2023-12-19,login,E-2119403,,
SC-100009,2023-07-15,page_view,E-8586856,,
SC-100009,2022-10-30,email_open,E-6339439,,
SC-100009,2023-01-22,page_view,E-2778662,,
SC-100009,2022-11-07,order,E-9360615,29.36,
SC-100009,2022-11-22,page_view,E-1626053,,
SC-100009,2023-07-21,login,E-6678566,,
SC-100009,2022-06-19,page_view,E-7363452,,
SC-100009,2022-11-24,login,E-3276405,,
SC-100009,2023-04-30,login,E-5056684,,
SC-100009,2023-07-20,login,E-9132650,,
SC-100009,2023-02-03,page_view,E-2545573,,
SC-100009,2023-02-22,email_open,E-4841947,,
SC-100009,2022-11-04,login,E-5036471,,
SC-100009,2022-09-12,login,E-3988321,,
SC-100009,2023-06-20,page_view,E-1685752,,
SC-100009,2022-07-03,page_view,E-6658805,,
SC-100009,2023-09-18,page_view,E-7386038,,
SC-100009,2023-01-07,page_view,E-5851133,,
SC-100009,2022-12-15,login,E-9079249,,
SC-100009,2023-09-08,page_view,E-1795267,,
SC-100009,2023-05-18,email_open,E-3993256,,
SC-100009,2023-04-02,email_open,E-4333795,,
SC-100009,2023-01-13,page_view,E-4149546,,
SC-100009,2023-01-08,login,E-9319840,,
SC-100009,2022-06-18,page_view,E-3151143,,
SC-100009,2022-12-08,login,E-9553646,,
SC-100009,2023-07-07,login,E-8994629,,
SC-100009,2023-04-26,support_ticket,E-7286231,,other
SC-100009,2023-03-06,page_view,E-9732521,,
SC-100009,2022-08-04,order,E-8367689,40.2,
SC-100009,2023-03-06,page_view,E-7000131,,
SC-100009,2023-05-19,order,E-6605734,42.21,
SC-100009,2023-10-28,login,E-8935031,,
SC-100009,2023-07-08,page_view,E-6707643,,
SC-100009,2023-11-25,order,E-4441544,54.99,
SC-100009,2023-04-29,order,E-9230521,45.76,
SC-100009,2022-06-22,support_ticket,E-6329642,,shipping
SC-100009,2022-09-20,login,E-5096385,,
SC-100009,2023-02-16,order,E-5478923,80.28,
SC-100009,2022-11-23,email_open,E-5671951,,
SC-100009,2024-01-09,login,E-4041179,,
SC-100009,2023-02-20,login,E-5160115,,
SC-100009,2022-07-03,login,E-4866319,,
SC-100009,2022-09-13,login,E-9381926,,
SC-100009,2023-08-12,support_ticket,E-3601979,,account
SC-100009,2023-05-13,page_view,E-2021755,,
SC-100009,2023-04-11,login,E-1003279,,
SC-100009,2023-08-14,page_view,E-7160417,,
SC-100009,2023-10-30,page_view,E-8556763,,
SC-100009,2022-09-20,email_open,E-3200024,,
SC-100009,2023-06-23,page_view,E-3312304,,
SC-100009,2024-01-05,email_open,E-7593496,,
SC-100009,2022-12-05,login,E-5389870,,
SC-100009,2023-02-09,email_open,E-2298219,,
SC-100009,2022-07-09,page_view,E-6970599,,
SC-100009,2023-08-14,login,E-4829312,,
SC-100009,2022-05-26,order,E-4994794,44.73,
SC-100009,2023-11-08,page_view,E-2790394,,
SC-100009,2023-11-27,login,E-5877382,,
SC-100009,2022-12-12,login,E-4102355,,
SC-100009,2023-06-01,page_view,E-7674152,,
SC-100009,2023-08-09,login,E-8990992,,
SC-100009,2022-08-04,email_open,E-3736629,,
SC-100009,2023-04-28,page_view,E-5821626,,
SC-100009,2023-04-11,login,E-9607809,,
SC-100010,2024-01-08,page_view,E-4577981,,
SC-100010,2024-01-11,login,E-9022313,,
SC-100010,2024-01-15,email_open,E-5808857,,
SC-100010,2024-01-11,email_open,E-1956648,,
SC-100010,2024-01-13,login,E-7404867,,
SC-100011,2023-06-09,login,E-4220213,,
SC-100011,2023-08-26,login,E-3846974,,
SC-100011,2023-05-08,order,E-3541192,34.19,
SC-100011,2022-11-17,page_view,E-2765298,,
SC-100011,2023-01-22,login,E-9894391,,
SC-100011,2023-09-13,login,E-8497414,,
SC-100011,2023-08-02,page_view,E-2492377,,
SC-100011,2023-01-04,login,E-8976509,,
SC-100011,2023-05-14,page_view,E-5889596,,
SC-100011,2023-08-29,login,E-6666209,,
SC-100011,2022-07-10,email_open,E-9479052,,
SC-100011,2023-05-17,order,E-3252188,38.61,
SC-100011,2023-04-29,login,E-7870867,,
SC-100011,2023-02-10,login,E-8566785,,
SC-100011,2023-09-23,login,E-8704216,,
SC-100011,2023-06-04,login,E-7855182,,
SC-100011,2023-10-29,support_ticket,E-9648244,,billing
SC-100011,2023-10-05,login,E-8569914,,
SC-100011,2023-10-05,page_view,E-7335185,,
SC-100011,2023-02-13,order,E-3614672,66.38,
SC-100011,2023-12-15,login,E-2072337,,
SC-100011,2023-11-06,login,E-7071340,,
SC-100011,2022-12-30,email_open,E-9661872,,
SC-100011,2022-10-04,email_open,E-1477177,,
SC-100011,2023-04-26,order,E-4531278,45.58,
SC-100011,2023-12-19,login,E-4203737,,
SC-100011,2023-06-18,login,E-2073638,,
SC-100011,2022-10-13,page_view,E-7102660,,
SC-100011,2023-03-07,page_view,E-4125587,,
SC-100011,2023-05-23,page_view,E-4528797,,
SC-100011,2023-02-25,email_open,E-4914546,,
SC-100011,2023-01-29,page_view,E-2770294,,
SC-100011,2022-12-07,order,E-9445147,43.68,
SC-100011,2022-08-04,order,E-4212550,33.33,
SC-100011,2022-08-26,order,E-1135340,75.21,
SC-100011,2023-03-17,page_view,E-9215396,,
SC-100011,2023-11-08,login,E-2971301,,
SC-100011,2022-09-22,login,E-8815644,,
SC-100011,2023-10-19,login,E-7692566,,
SC-100011,2023-09-07,login,E-1292960,,
SC-100011,2023-01-25,login,E-3182206,,
SC-100011,2023-08-07,email_open,E-8082231,,
SC-100011,2023-11-28,page_view,E-9494451,,
SC-100011,2023-08-23,page_view,E-9546427,,
SC-100011,2023-03-16,login,E-8336374,,
SC-100011,2022-12-08,page_view,E-2525342,,
SC-100011,2022-07-15,login,E-8463832,,
SC-100011,2022-10-27,login,E-1373496,,
SC-100011,2023-09-18,login,E-2963826,,
SC-100011,2023-02-19,page_view,E-2129189,,
SC-100011,2023-01-06,login,E-3650013,,
SC-100011,2023-12-22,login,E-2181130,,
SC-100011,2023-10-28,login,E-8167413,,
SC-100011,2022-08-30,page_view,E-8269499,,
SC-100011,2023-03-22,page_view,E-6495863,,
SC-100011,2022-11-11,login,E-9977013,,
SC-100011,2023-10-20,login,E-5224027,,
SC-100011,2022-11-23,login,E-7046142,,
SC-100011,2023-10-28,login,E-9543097,,
SC-100011,2024-01-04,login,E-2715379,,
SC-100011,2023-05-30,page_view,E-3742137,,
SC-100011,2023-10-06,login,E-6096397,,
SC-100011,2023-12-08,login,E-4150584,,
SC-100011,2023-09-19,page_view,E-4679204,,
SC-100011,2023-10-09,email_open,E-3284146,,
SC-100011,2022-12-19,page_view,E-8226432,,
SC-100011,2023-11-08,login,E-8652859,,
SC-100011,2023-10-13,login,E-1982722,,
SC-100011,2023-04-01,login,E-2778721,,
SC-100011,2023-03-20,page_view,E-1891803,,
SC-100011,2023-04-19,page_view,E-7237661,,
SC-100011,2023-12-25,page_view,E-5166072,,
SC-100011,2023-11-18,login,E-7840735,,
SC-100011,2023-03-11,login,E-2580189,,
SC-100011,2023-04-17,order,E-4759790,81.74,
SC-100011,2023-10-03,order,E-6796196,29.83,
SC-100011,2022-09-27,support_ticket,E-7406577,,shipping
SC-100011,2023-04-28,login,E-5510743,,
SC-100011,2023-03-07,order,E-2774934,45.19,
SC-100011,2023-04-14,login,E-4449485,,
SC-100011,2023-06-18,email_open,E-7679586,,
SC-100011,2023-06-02,page_view,E-8541958,,
SC-100012,2023-12-27,page_view,E-3959893,,
SC-100012,2023-09-28,support_ticket,E-7425258,,product
SC-100012,2023-06-02,email_open,E-7838124,,
SC-100012,2023-06-17,login,E-5214036,,
SC-100012,2023-06-20,page_view,E-4012837,,
SC-100012,2023-07-11,login,E-8868553,,
SC-100012,2023-08-19,login,E-5379034,,
SC-100012,2023-11-06,order,E-4857271,25.85,
SC-100012,2023-06-21,login,E-3324085,,
SC-100012,2023-11-09,login,E-9951003,,
SC-100012,2023-07-06,page_view,E-9051866,,
SC-100012,2023-05-29,login,E-8400748,,
SC-100012,2023-08-27,login,E-7706994,,
SC-100012,2023-08-25,login,E-9861609,,
SC-100012,2023-08-05,login,E-2200624,,
SC-100012,2023-09-28,order,E-4275486,19.17,
SC-100012,2023-09-09,page_view,E-9203810,,
SC-100012,2023-08-27,page_view,E-3175212,,
SC-100012,2023-05-28,support_ticket,E-2832955,,shipping
SC-100012,2023-07-04,page_view,E-6536434,,
SC-100012,2023-12-12,page_view,E-9070787,,
SC-100012,2023-08-28,order,E-9146607,105.31,
